Date;Filière;Valeur (Mt);Nature
2023-01;"Charbon";0,19206807254802;Données Consolidées
2023-02;"Charbon";0,21165365826873;Données Consolidées
2023-03;"Charbon";0,08719657238916;Données Consolidées
2023-04;"Charbon";0,011500724697435;Données Consolidées
2023-05;"Charbon";0,021679016502735;Données Consolidées
2023-06;"Charbon";0,009599218951995;Données Consolidées
2023-07;"Charbon";0,009998273688525;Données Consolidées
2023-08;"Charbon";0,04061863777995;Données Consolidées
2023-09;"Charbon";0,016281918615285;Données Consolidées
2023-10;"Charbon";0,00756148970484;Données Consolidées
2023-11;"Charbon";0,053816851289745;Données Consolidées
2023-12;"Charbon";0,0420110993043;Données Consolidées
2024-01;"Charbon";0,1015915665564;Données Consolidées
2024-02;"Charbon";0,09748581883209;Données Consolidées
2024-03;"Charbon";0,01512529239672;Données Consolidées
2024-04;"Charbon";0,00395235135522;Données Consolidées
2024-05;"Charbon";0,00609762382677;Données Consolidées
2024-06;"Charbon";0,008302392072675;Données Consolidées
2024-07;"Charbon";0,01195455871881;Données Consolidées
2024-08;"Charbon";0,011156049995805;Données Consolidées
2024-09;"Charbon";0,078133821388245;Données Consolidées
2024-10;"Charbon";0,034192250340705;Données Consolidées
2024-11;"Charbon";0,14129787841092;Données Consolidées
2014-01;"Emission de gaz à effet de serre";1,92;Données Consolidées
2014-02;"Emission de gaz à effet de serre";1,61;Données Consolidées
2014-03;"Emission de gaz à effet de serre";1,88;Données Consolidées
2014-04;"Emission de gaz à effet de serre";1,11;Données Consolidées
2014-05;"Emission de gaz à effet de serre";0,78;Données Consolidées
2014-06;"Emission de gaz à effet de serre";0,73;Données Consolidées
2014-07;"Emission de gaz à effet de serre";0,61;Données Consolidées
2014-08;"Emission de gaz à effet de serre";0,55;Données Consolidées
2014-09;"Emission de gaz à effet de serre";1,08;Données Consolidées
2014-10;"Emission de gaz à effet de serre";1,61;Données Consolidées
2014-11;"Emission de gaz à effet de serre";2,05;Données Consolidées
2014-12;"Emission de gaz à effet de serre";2,48;Données Consolidées
2015-01;"Emission de gaz à effet de serre";2,96;Données Consolidées
2015-02;"Emission de gaz à effet de serre";3,11;Données Consolidées
2015-03;"Emission de gaz à effet de serre";2,32;Données Consolidées
2015-04;"Emission de gaz à effet de serre";1,09;Données Consolidées
2015-05;"Emission de gaz à effet de serre";0,49;Données Consolidées
2015-06;"Emission de gaz à effet de serre";0,5;Données Consolidées
2015-07;"Emission de gaz à effet de serre";0,84;Données Consolidées
2015-08;"Emission de gaz à effet de serre";0,62;Données Consolidées
2015-09;"Emission de gaz à effet de serre";1,21;Données Consolidées
2015-10;"Emission de gaz à effet de serre";2,03;Données Consolidées
2015-11;"Emission de gaz à effet de serre";2,43;Données Consolidées
2015-12;"Emission de gaz à effet de serre";2,22;Données Consolidées
2016-01;"Emission de gaz à effet de serre";2,51;Données Consolidées
2016-02;"Emission de gaz à effet de serre";1,89;Données Consolidées
2016-03;"Emission de gaz à effet de serre";2,31;Données Consolidées
2016-04;"Emission de gaz à effet de serre";1,36;Données Consolidées
2016-05;"Emission de gaz à effet de serre";0,86;Données Consolidées
2016-06;"Emission de gaz à effet de serre";0,87;Données Consolidées
2016-07;"Emission de gaz à effet de serre";1,07;Données Consolidées
2016-08;"Emission de gaz à effet de serre";1,07;Données Consolidées
2016-09;"Emission de gaz à effet de serre";2,06;Données Consolidées
2016-10;"Emission de gaz à effet de serre";2,51;Données Consolidées
2016-11;"Emission de gaz à effet de serre";3,36;Données Consolidées
2016-12;"Emission de gaz à effet de serre";3,69;Données Consolidées
2017-01;"Emission de gaz à effet de serre";4,42;Données Consolidées
2017-02;"Emission de gaz à effet de serre";3,02;Données Consolidées
2017-03;"Emission de gaz à effet de serre";2,4;Données Consolidées
2017-04;"Emission de gaz à effet de serre";1,75;Données Consolidées
2017-05;"Emission de gaz à effet de serre";1,36;Données Consolidées
2017-06;"Emission de gaz à effet de serre";1,15;Données Consolidées
2017-07;"Emission de gaz à effet de serre";1,87;Données Consolidées
2017-08;"Emission de gaz à effet de serre";1,09;Données Consolidées
2017-09;"Emission de gaz à effet de serre";1,59;Données Consolidées
2017-10;"Emission de gaz à effet de serre";2,75;Données Consolidées
2017-11;"Emission de gaz à effet de serre";3,66;Données Consolidées
2017-12;"Emission de gaz à effet de serre";3,03;Données Consolidées
2018-01;"Emission de gaz à effet de serre";1,79;Données Consolidées
2018-02;"Emission de gaz à effet de serre";3,03;Données Consolidées
2018-03;"Emission de gaz à effet de serre";2,54;Données Consolidées
2018-04;"Emission de gaz à effet de serre";0,77;Données Consolidées
2018-05;"Emission de gaz à effet de serre";0,62;Données Consolidées
2018-06;"Emission de gaz à effet de serre";0,74;Données Consolidées
2018-07;"Emission de gaz à effet de serre";1,48;Données Consolidées
2018-08;"Emission de gaz à effet de serre";1,41;Données Consolidées
2018-09;"Emission de gaz à effet de serre";1,16;Données Consolidées
2018-10;"Emission de gaz à effet de serre";1,93;Données Consolidées
2018-11;"Emission de gaz à effet de serre";2,6;Données Consolidées
2018-12;"Emission de gaz à effet de serre";2,1;Données Consolidées
2019-01;"Emission de gaz à effet de serre";2,93;Données Consolidées
2019-02;"Emission de gaz à effet de serre";2,2;Données Consolidées
2019-03;"Emission de gaz à effet de serre";1,6;Données Consolidées
2019-04;"Emission de gaz à effet de serre";1,05;Données Consolidées
2019-05;"Emission de gaz à effet de serre";0,94;Données Consolidées
2019-06;"Emission de gaz à effet de serre";0,86;Données Consolidées
2019-07;"Emission de gaz à effet de serre";1,33;Données Consolidées
2019-08;"Emission de gaz à effet de serre";1,07;Données Consolidées
2019-09;"Emission de gaz à effet de serre";1,25;Données Consolidées
2019-10;"Emission de gaz à effet de serre";1,39;Données Consolidées
2019-11;"Emission de gaz à effet de serre";2,58;Données Consolidées
2019-12;"Emission de gaz à effet de serre";2,04;Données Consolidées
2020-01;"Emission de gaz à effet de serre";2,39;Données Consolidées
2020-02;"Emission de gaz à effet de serre";1,75;Données Consolidées
2020-03;"Emission de gaz à effet de serre";1,67;Données Consolidées
2020-04;"Emission de gaz à effet de serre";0,44;Données Consolidées
2020-05;"Emission de gaz à effet de serre";0,68;Données Consolidées
2020-06;"Emission de gaz à effet de serre";1,12;Données Consolidées
2020-07;"Emission de gaz à effet de serre";1,33;Données Consolidées
2020-08;"Emission de gaz à effet de serre";1,23;Données Consolidées
2020-09;"Emission de gaz à effet de serre";1,44;Données Consolidées
2020-10;"Emission de gaz à effet de serre";1,13;Données Consolidées
2020-11;"Emission de gaz à effet de serre";1,96;Données Consolidées
2020-12;"Emission de gaz à effet de serre";2,25;Données Consolidées
2021-01;"Emission de gaz à effet de serre";2,78;Données Consolidées
2021-02;"Emission de gaz à effet de serre";1,9;Données Consolidées
2021-03;"Emission de gaz à effet de serre";1,93;Données Consolidées
2021-04;"Emission de gaz à effet de serre";1,37;Données Consolidées
2021-05;"Emission de gaz à effet de serre";0,66;Données Consolidées
2021-06;"Emission de gaz à effet de serre";0,77;Données Consolidées
2021-07;"Emission de gaz à effet de serre";0,84;Données Consolidées
2021-08;"Emission de gaz à effet de serre";0,63;Données Consolidées
2021-09;"Emission de gaz à effet de serre";1,25;Données Consolidées
2021-10;"Emission de gaz à effet de serre";1,45;Données Consolidées
2021-11;"Emission de gaz à effet de serre";2,69;Données Consolidées
2021-12;"Emission de gaz à effet de serre";2,69;Données Consolidées
2022-01;"Emission de gaz à effet de serre";3,01;Données Consolidées
2022-02;"Emission de gaz à effet de serre";2,21;Données Consolidées
2022-03;"Emission de gaz à effet de serre";2,44;Données Consolidées
2022-04;"Emission de gaz à effet de serre";1,49;Données Consolidées
2022-05;"Emission de gaz à effet de serre";1,28;Données Consolidées
2022-06;"Emission de gaz à effet de serre";1,15;Données Consolidées
2022-07;"Emission de gaz à effet de serre";1,45;Données Consolidées
2022-08;"Emission de gaz à effet de serre";1,33;Données Consolidées
2022-09;"Emission de gaz à effet de serre";1,42;Données Consolidées
2022-10;"Emission de gaz à effet de serre";1,6;Données Consolidées
2022-11;"Emission de gaz à effet de serre";2,07;Données Consolidées
2022-12;"Emission de gaz à effet de serre";2,83;Données Consolidées
2023-01;"Emission de gaz à effet de serre";2,06;Données Consolidées
2023-02;"Emission de gaz à effet de serre";2,29;Données Consolidées
2023-03;"Emission de gaz à effet de serre";1,74;Données Consolidées
2023-04;"Emission de gaz à effet de serre";0,91;Données Consolidées
2023-05;"Emission de gaz à effet de serre";0,69;Données Consolidées
2023-06;"Emission de gaz à effet de serre";0,85;Données Consolidées
2023-07;"Emission de gaz à effet de serre";0,94;Données Consolidées
2023-08;"Emission de gaz à effet de serre";0,91;Données Consolidées
2023-09;"Emission de gaz à effet de serre";0,72;Données Consolidées
2023-10;"Emission de gaz à effet de serre";0,69;Données Consolidées
2023-11;"Emission de gaz à effet de serre";1,31;Données Consolidées
2023-12;"Emission de gaz à effet de serre";1,52;Données Consolidées
2024-01;"Emission de gaz à effet de serre";1,85;Données Consolidées
2024-02;"Emission de gaz à effet de serre";1,33;Données Consolidées
2024-03;"Emission de gaz à effet de serre";1,21;Données Consolidées
2024-04;"Emission de gaz à effet de serre";0,47;Données Consolidées
2024-05;"Emission de gaz à effet de serre";0,39;Données Consolidées
2024-06;"Emission de gaz à effet de serre";0,42;Données Consolidées
2024-07;"Emission de gaz à effet de serre";0,57;Données Consolidées
2024-08;"Emission de gaz à effet de serre";0,56;Données Consolidées
2024-09;"Emission de gaz à effet de serre";0,58;Données Consolidées
2024-10;"Emission de gaz à effet de serre";0,53;Données Consolidées
2024-11;"Emission de gaz à effet de serre";1,39;Données Consolidées
